temp,result
12.3,gemiddelde
11.8,gemiddelde
8.9,frisse
11.2,gemiddelde
13.7,gemiddelde
12.9,gemiddelde
9.2,frisse
9.3,frisse
12,gemiddelde
12.4,gemiddelde
11.3,gemiddelde
11.3,gemiddelde
11.9,gemiddelde
11.6,gemiddelde
13.2,gemiddelde
13.1,gemiddelde
8.8,frisse
12,gemiddelde
12.8,gemiddelde
10.3,gemiddelde
9.6,frisse
10.7,gemiddelde
12.4,gemiddelde
13.3,gemiddelde
14.3,gemiddelde
10.3,gemiddelde
10.6,gemiddelde
12.3,gemiddelde
12.6,gemiddelde
11.3,gemiddelde
9.2,frisse
6.1,frisse
4.3,koude
7.3,frisse
10.9,gemiddelde
8.8,frisse
6.6,frisse
1.8,koude
7.6,frisse
4.3,koude
8.3,frisse
9.4,frisse
8.4,frisse
7.1,frisse
9,frisse
6,frisse
5.4,frisse
9.5,frisse
9.3,frisse
6.2,frisse
8.4,frisse
9.1,frisse
6,frisse
5,frisse
6.2,frisse
7.1,frisse
7.2,frisse
2.9,koude
1.5,koude
6.6,frisse
7.5,frisse
6.4,frisse
5.4,frisse
3.8,koude
4.1,koude
6.7,frisse
7.9,frisse
6.5,frisse
7,frisse
7.3,frisse
7.8,frisse
8.3,frisse
8.3,frisse
9.2,frisse
9.9,frisse
10.8,gemiddelde
9.7,frisse
9.6,frisse
11.1,gemiddelde
9.8,frisse
10.6,gemiddelde
11.1,gemiddelde
11.4,gemiddelde
10.1,gemiddelde
13.2,gemiddelde
10.4,gemiddelde
13.5,gemiddelde
16,gemiddelde
13.9,gemiddelde
11.6,gemiddelde
12.1,gemiddelde
9.4,frisse
9.7,frisse
11.2,gemiddelde
11.2,gemiddelde
10.4,gemiddelde
11.7,gemiddelde
11.8,gemiddelde
10.5,gemiddelde
7.7,frisse
6.5,frisse
7.1,frisse
8.8,frisse
9.5,frisse
9.7,frisse
10.4,gemiddelde
7.7,frisse
11.8,gemiddelde
6.9,frisse
7.6,frisse
10.5,gemiddelde
11.8,gemiddelde
10,frisse
9.6,frisse
8.7,frisse
8.8,frisse
9.5,frisse
10.4,gemiddelde
10.2,gemiddelde
10.8,gemiddelde
11.1,gemiddelde
11.5,gemiddelde
10.3,gemiddelde
11.2,gemiddelde
12,gemiddelde
13.5,gemiddelde
8.8,frisse
8.9,frisse
6.9,frisse
15,gemiddelde
14.5,gemiddelde
13.1,gemiddelde
10.6,gemiddelde
10.6,gemiddelde
12.7,gemiddelde
9.7,frisse
9.6,frisse
8.8,frisse
9.7,frisse
9.2,frisse
9.7,frisse
11.7,gemiddelde
15.8,gemiddelde
16.3,gemiddelde
16,gemiddelde
15.9,gemiddelde
20.9,warme
18.3,gemiddelde
14.8,gemiddelde
13.1,gemiddelde
10.1,gemiddelde
10.1,gemiddelde
12.2,gemiddelde
9.6,frisse
11.2,gemiddelde
12,gemiddelde
10.8,gemiddelde
10.6,gemiddelde
10.3,gemiddelde
9,frisse
10.7,gemiddelde
12,gemiddelde
11.3,gemiddelde
13.1,gemiddelde
12.8,gemiddelde
15.8,gemiddelde
17.6,gemiddelde
15,gemiddelde
17.6,gemiddelde
14.3,gemiddelde
12.6,gemiddelde
11.4,gemiddelde
13.9,gemiddelde
12.9,gemiddelde
13.1,gemiddelde
13,gemiddelde
14.6,gemiddelde
12.8,gemiddelde
12.1,gemiddelde
11.4,gemiddelde
14.4,gemiddelde
15.7,gemiddelde
14,gemiddelde
17.7,gemiddelde
18.8,gemiddelde
12.9,gemiddelde
14.7,gemiddelde
22.1,warme
17.8,gemiddelde
16.1,gemiddelde
18.5,gemiddelde
16.3,gemiddelde
16.7,gemiddelde
17.4,gemiddelde
22.9,warme
23.8,warme
19.6,gemiddelde
17.2,gemiddelde
16.9,gemiddelde
15.9,gemiddelde
16.4,gemiddelde
17.3,gemiddelde
18.4,gemiddelde
15.9,gemiddelde
16.6,gemiddelde
16.3,gemiddelde
18,gemiddelde
24.4,warme
24.9,warme
19.5,gemiddelde
27.3,zomers
20.8,warme
18.2,gemiddelde
19.8,gemiddelde
22.4,warme
18.3,gemiddelde
17.9,gemiddelde
18.3,gemiddelde
17.1,gemiddelde
21.3,warme
19.4,gemiddelde
19.3,gemiddelde
29.8,zomers
29.6,zomers
21.3,warme
18.2,gemiddelde
19.5,gemiddelde
19.8,gemiddelde
18.4,gemiddelde
18.5,gemiddelde
19.5,gemiddelde
20.5,warme
17.8,gemiddelde
17,gemiddelde
18.2,gemiddelde
17.2,gemiddelde
16.6,gemiddelde
18.6,gemiddelde
17.3,gemiddelde
18.3,gemiddelde
18.3,gemiddelde
18.7,gemiddelde
19.2,gemiddelde
23,warme
27.1,zomers
17.9,gemiddelde
19.3,gemiddelde
20.6,warme
21.7,warme
21.3,warme
22.5,warme
22.6,warme
21.2,warme
19.2,gemiddelde
19.5,gemiddelde
21.8,warme
18.7,gemiddelde
19,gemiddelde
19.7,gemiddelde
19.1,gemiddelde
19.2,gemiddelde
21.7,warme
22.4,warme
31.1,tropisch
28.3,zomers
29.9,zomers
26.3,zomers
19.7,gemiddelde
24.5,warme
21.7,warme
21.7,warme
21.3,warme
22.9,warme
23.2,warme
21.8,warme
24.3,warme
22.6,warme
21.5,warme
21.8,warme
21.6,warme
25,zomers
28.6,zomers
29,zomers
29.9,zomers
30.4,tropisch
28.5,zomers
24.5,warme
21.9,warme
19.9,gemiddelde
21.6,warme
19.9,gemiddelde
21.5,warme
22.7,warme
23.9,warme
23.2,warme
23,warme
23.1,warme
20.7,warme
20.4,warme
21.6,warme
23.8,warme
21.8,warme
22.6,warme
22,warme
21.5,warme
23.5,warme
26.8,zomers
19.9,gemiddelde
21.4,warme
22.1,warme
22.1,warme
20.2,warme
21.1,warme
19.4,gemiddelde
19.3,gemiddelde
18,gemiddelde
18.2,gemiddelde
18.6,gemiddelde
17.8,gemiddelde
17.1,gemiddelde
16.2,gemiddelde
16.2,gemiddelde
18,gemiddelde
18.1,gemiddelde
17.4,gemiddelde
18.8,gemiddelde
19.4,gemiddelde
19.6,gemiddelde
20.8,warme
21.7,warme
18.5,gemiddelde
18,gemiddelde
17.2,gemiddelde
15.5,gemiddelde
15.7,gemiddelde
11.3,gemiddelde
14.3,gemiddelde
12.7,gemiddelde
11.6,gemiddelde
8.5,frisse
8.8,frisse
9.3,frisse
10.7,gemiddelde
14.6,gemiddelde
12.8,gemiddelde
12.3,gemiddelde
12,gemiddelde
11.8,gemiddelde
14.9,gemiddelde
15.7,gemiddelde
15,gemiddelde
12.3,gemiddelde
14.5,gemiddelde
13.5,gemiddelde
16.1,gemiddelde
13,gemiddelde
11.4,gemiddelde
12,gemiddelde
13.1,gemiddelde
14.1,gemiddelde
15.9,gemiddelde
14.6,gemiddelde
14,gemiddelde
10.1,gemiddelde
13.9,gemiddelde
11.8,gemiddelde
12.6,gemiddelde
12,gemiddelde
10.9,gemiddelde
13.3,gemiddelde
12.6,gemiddelde
12.4,gemiddelde
13.7,gemiddelde
11,gemiddelde
11,gemiddelde
13.4,gemiddelde
13,gemiddelde
8.8,frisse
7.3,frisse
12.1,gemiddelde
10.8,gemiddelde
10.6,gemiddelde
11.2,gemiddelde
8.4,frisse
12.1,gemiddelde
8.7,frisse
9.8,frisse
11.5,gemiddelde
11.3,gemiddelde
10.8,gemiddelde
10,frisse
9.1,frisse
7.2,frisse
8.2,frisse
6.8,frisse
4.9,koude
2.6,koude
1,koude
-0.9,koude
0.2,koude
0.2,koude
0,koude
1.1,koude
2,koude
4.1,koude
4.7,koude
6.8,frisse
5.4,frisse
1.9,koude
4.4,koude
4.2,koude
4,koude
11.2,gemiddelde
10.7,gemiddelde
11.7,gemiddelde
13.2,gemiddelde
10.7,gemiddelde
9,frisse
6.8,frisse
3.3,koude
10.2,gemiddelde
9.7,frisse
6.3,frisse
3.8,koude
6.5,frisse
4,koude
0.7,koude
0.6,koude
0,koude
0.6,koude
5.3,frisse
7.2,frisse
9.3,frisse
9.4,frisse
8.8,frisse
8.9,frisse
7.7,frisse
8.3,frisse
8.4,frisse
9.8,frisse
10.7,gemiddelde
8.2,frisse
8.5,frisse
8.6,frisse
8.7,frisse
9.8,frisse
10.4,gemiddelde
9.1,frisse
7.5,frisse
5.6,frisse
3,koude
6,frisse
7.8,frisse
6.7,frisse
7.3,frisse
8,frisse
5.8,frisse
8.3,frisse
9.2,frisse
8.5,frisse
7.4,frisse
3.2,koude
2.3,koude
3.4,koude
4.9,koude
4.4,koude
3.1,koude
4.1,koude
2.2,koude
5.1,frisse
4.5,koude
5.1,frisse
5.7,frisse
11.3,gemiddelde
14.5,gemiddelde
8.7,frisse
9.8,frisse
14.7,gemiddelde
15,gemiddelde
12.5,gemiddelde
9.1,frisse
11,gemiddelde
10,frisse
13.5,gemiddelde
11.9,gemiddelde
10,frisse
8.8,frisse
10.1,gemiddelde
10.2,gemiddelde
10.8,gemiddelde
9.3,frisse
9,frisse
9.5,frisse
9.9,frisse
11.1,gemiddelde
8.3,frisse
11.9,gemiddelde
7.9,frisse
6.8,frisse
10.4,gemiddelde
12.4,gemiddelde
16.5,gemiddelde
15.6,gemiddelde
15.1,gemiddelde
12.2,gemiddelde
13.2,gemiddelde
15.6,gemiddelde
16.5,gemiddelde
10,frisse
11,gemiddelde
10.2,gemiddelde
9.9,frisse
9.8,frisse
11.4,gemiddelde
10.4,gemiddelde
9.8,frisse
8.1,frisse
8.5,frisse
7.8,frisse
8.1,frisse
10.4,gemiddelde
14,gemiddelde
16.5,gemiddelde
19.6,gemiddelde
22.9,warme
21.8,warme
20.6,warme
15.4,gemiddelde
11.6,gemiddelde
16.2,gemiddelde
20.5,warme
14.1,gemiddelde
14.6,gemiddelde
16.9,gemiddelde
21.9,warme
13.4,gemiddelde
13.8,gemiddelde
19.3,gemiddelde
14.7,gemiddelde
15.8,gemiddelde
14,gemiddelde
18.7,gemiddelde
13.9,gemiddelde
22.6,warme
18.9,gemiddelde
14.3,gemiddelde
16.2,gemiddelde
15.2,gemiddelde
15.6,gemiddelde
15,gemiddelde
16.8,gemiddelde
14.7,gemiddelde
13,gemiddelde
13.5,gemiddelde
13.6,gemiddelde
16.2,gemiddelde
17.5,gemiddelde
16.3,gemiddelde
14.9,gemiddelde
13.4,gemiddelde
14.8,gemiddelde
16.3,gemiddelde
15.7,gemiddelde
14.5,gemiddelde
15.8,gemiddelde
17.4,gemiddelde
19.1,gemiddelde
21.3,warme
22.7,warme
22.6,warme
20.4,warme
29.3,zomers
28.8,zomers
24.8,warme
28.3,zomers
17.5,gemiddelde
23.9,warme
25.2,zomers
23.8,warme
18.4,gemiddelde
24.7,warme
19.9,gemiddelde
21.8,warme
23.3,warme
21,warme
21.3,warme
20.9,warme
25,zomers
21.3,warme
20.2,warme
19.1,gemiddelde
18.2,gemiddelde
23.9,warme
24.7,warme
19.2,gemiddelde
19.3,gemiddelde
22.3,warme
27.5,zomers
19.5,gemiddelde
21.8,warme
19.4,gemiddelde
21.1,warme
18.7,gemiddelde
19.1,gemiddelde
18.4,gemiddelde
17.8,gemiddelde
18.9,gemiddelde
21.9,warme
22.5,warme
21.4,warme
25.5,zomers
21.7,warme
20.5,warme
22,warme
28,zomers
31.3,tropisch
32.3,tropisch
22.4,warme
22.7,warme
30.7,tropisch
27.9,zomers
25.3,zomers
22.7,warme
23.8,warme
21.6,warme
24.4,warme
22.7,warme
21.9,warme
22.7,warme
26.4,zomers
23.2,warme
24.4,warme
23.9,warme
24.3,warme
24.6,warme
25.2,zomers
26.3,zomers
29.3,zomers
31.7,tropisch
26.8,zomers
20.9,warme
25,zomers
29.3,zomers
30.2,tropisch
23.7,warme
21.9,warme
22.6,warme
23.2,warme
23.4,warme
27,zomers
22.9,warme
22.1,warme
23.9,warme
24.4,warme
22.9,warme
21.6,warme
23.2,warme
22,warme
19.9,gemiddelde
18.6,gemiddelde
17.7,gemiddelde
20.5,warme
18.8,gemiddelde
19.6,gemiddelde
19.9,gemiddelde
21,warme
22,warme
24.7,warme
22,warme
21.2,warme
18.9,gemiddelde
20.2,warme
15.9,gemiddelde
20.5,warme
20.3,warme
19.5,gemiddelde
21.8,warme
22.6,warme
22.5,warme
25,zomers
26.3,zomers
22.5,warme
22.7,warme
22.7,warme
25.3,zomers
15.9,gemiddelde
17.2,gemiddelde
18.9,gemiddelde
19.2,gemiddelde
16.7,gemiddelde
15.1,gemiddelde
17.1,gemiddelde
18,gemiddelde
17,gemiddelde
17.9,gemiddelde
19.4,gemiddelde
15.4,gemiddelde
14.6,gemiddelde
15.6,gemiddelde
13.9,gemiddelde
16,gemiddelde
16.7,gemiddelde
17,gemiddelde
16.4,gemiddelde
14.5,gemiddelde
13.6,gemiddelde
12.8,gemiddelde
12.8,gemiddelde
12.4,gemiddelde
11.6,gemiddelde
11.3,gemiddelde
11.7,gemiddelde
10.7,gemiddelde
9.7,frisse
9.6,frisse
8.4,frisse
10.6,gemiddelde
12.1,gemiddelde
10.4,gemiddelde
9.6,frisse
10.6,gemiddelde
9.9,frisse
11.9,gemiddelde
12.5,gemiddelde
13.7,gemiddelde
12.8,gemiddelde
13.9,gemiddelde
14.1,gemiddelde
12.5,gemiddelde
13.9,gemiddelde
10.3,gemiddelde
9.9,frisse
10.1,gemiddelde
11.8,gemiddelde
5.3,frisse
8.3,frisse
13.3,gemiddelde
11.3,gemiddelde
13.1,gemiddelde
10.6,gemiddelde
12.3,gemiddelde
13.5,gemiddelde
14.3,gemiddelde
12.5,gemiddelde
11.2,gemiddelde
15,gemiddelde
15.1,gemiddelde
9.7,frisse
10.5,gemiddelde
12,gemiddelde
11.3,gemiddelde
10.7,gemiddelde
6.9,frisse
9.6,frisse
10.8,gemiddelde
9,frisse
8.6,frisse
9,frisse
10.8,gemiddelde
11.3,gemiddelde
4.6,koude
4,koude
5.3,frisse
5.5,frisse
10.1,gemiddelde
10.5,gemiddelde
12.1,gemiddelde
10.5,gemiddelde
8.1,frisse
9.1,frisse
9.7,frisse
8.1,frisse
8.8,frisse
11.3,gemiddelde
9.3,frisse
7.1,frisse
8.8,frisse
9.5,frisse
10.1,gemiddelde
10.1,gemiddelde
10.1,gemiddelde
7.9,frisse
7.6,frisse
6,frisse
4.9,koude
2.9,koude
2.9,koude
1.4,koude
8.1,frisse
8.6,frisse
9.8,frisse
9.3,frisse
8.6,frisse
9.2,frisse
9.5,frisse
12.5,gemiddelde
8.3,frisse
10,frisse
8.2,frisse
8,frisse
8.4,frisse
7.7,frisse
7.2,frisse
9.7,frisse
7.5,frisse
5.2,frisse
5.2,frisse
6.2,frisse
9,frisse
8.4,frisse
4.9,koude
5.8,frisse
6.7,frisse
6.7,frisse
7.8,frisse
10.3,gemiddelde
11.6,gemiddelde
11.1,gemiddelde
13.2,gemiddelde
12.6,gemiddelde
11.7,gemiddelde
11.6,gemiddelde
9.5,frisse
7.4,frisse
6.9,frisse
9.3,frisse
9.2,frisse
9.5,frisse
9.5,frisse
9.1,frisse
9.8,frisse
6.3,frisse
8.8,frisse
9.4,frisse
6.3,frisse
5.3,frisse
4.9,koude
7.9,frisse
7.5,frisse
7.2,frisse
6,frisse
6.8,frisse
4.1,koude
5.8,frisse
5.8,frisse
7,frisse
8.6,frisse
8.2,frisse
8.7,frisse
7.2,frisse
6.9,frisse
9.4,frisse
8.1,frisse
6.3,frisse
5.5,frisse
6.8,frisse
9.1,frisse
9.3,frisse
12.9,gemiddelde
11.4,gemiddelde
12.3,gemiddelde
13,gemiddelde
16.4,gemiddelde
10.3,gemiddelde
10.9,gemiddelde
10.7,gemiddelde
9.9,frisse
9.5,frisse
9.2,frisse
8.3,frisse
8.9,frisse
9.4,frisse
10.7,gemiddelde
13.2,gemiddelde
13.3,gemiddelde
15.7,gemiddelde
17.5,gemiddelde
16.9,gemiddelde
14.5,gemiddelde
12.2,gemiddelde
10.4,gemiddelde
10.1,gemiddelde
10.2,gemiddelde
10.3,gemiddelde
10.3,gemiddelde
9.9,frisse
10,frisse
11.3,gemiddelde
11.6,gemiddelde
12.9,gemiddelde
17.8,gemiddelde
19.3,gemiddelde
20.5,warme
12.2,gemiddelde
10.7,gemiddelde
13.7,gemiddelde
17.9,gemiddelde
15,gemiddelde
14.7,gemiddelde
16.2,gemiddelde
15.8,gemiddelde
18.2,gemiddelde
19.6,gemiddelde
18.6,gemiddelde
16.9,gemiddelde
20,warme
17.9,gemiddelde
12.2,gemiddelde
15.6,gemiddelde
13.3,gemiddelde
15.3,gemiddelde
15.5,gemiddelde
12.7,gemiddelde
14.2,gemiddelde
14.7,gemiddelde
13.8,gemiddelde
12.5,gemiddelde
13.1,gemiddelde
13.7,gemiddelde
14.5,gemiddelde
17.8,gemiddelde
19.1,gemiddelde
19.5,gemiddelde
18.5,gemiddelde
18,gemiddelde
17.4,gemiddelde
14.4,gemiddelde
13.8,gemiddelde
13.8,gemiddelde
16,gemiddelde
15.1,gemiddelde
14.9,gemiddelde
15.8,gemiddelde
17.1,gemiddelde
23.6,warme
21.1,warme
16.5,gemiddelde
20.6,warme
16.8,gemiddelde
16.8,gemiddelde
17.1,gemiddelde
16.1,gemiddelde
19.4,gemiddelde
22.6,warme
26.9,zomers
21.6,warme
23.1,warme
19.8,gemiddelde
18.2,gemiddelde
17.7,gemiddelde
20.4,warme
21.1,warme
18.7,gemiddelde
19.7,gemiddelde
16.7,gemiddelde
16.3,gemiddelde
15.6,gemiddelde
17.6,gemiddelde
20.4,warme
20.3,warme
16.5,gemiddelde
17.4,gemiddelde
22,warme
20,warme
18.6,gemiddelde
18.6,gemiddelde
22.3,warme
18.9,gemiddelde
18.6,gemiddelde
19.6,gemiddelde
18.9,gemiddelde
18.8,gemiddelde
19.4,gemiddelde
20.5,warme
21.7,warme
18.8,gemiddelde
18.2,gemiddelde
18.3,gemiddelde
16.9,gemiddelde
18.1,gemiddelde
19.9,gemiddelde
19.6,gemiddelde
20.3,warme
28.9,zomers
21.2,warme
20,warme
22.2,warme
23.4,warme
24,warme
23.9,warme
21.2,warme
17.9,gemiddelde
19.7,gemiddelde
20.7,warme
22,warme
27,zomers
25.6,zomers
23.3,warme
20.4,warme
23.9,warme
25,zomers
24.3,warme
24.4,warme
29.3,zomers
24.7,warme
32,tropisch
33,tropisch
29.3,zomers
24,warme
26.4,zomers
19.6,gemiddelde
23.7,warme
24,warme
23.1,warme
23.7,warme
26.7,zomers
22.3,warme
21.9,warme
19.8,gemiddelde
20.7,warme
20.5,warme
20.6,warme
20.5,warme
19.6,gemiddelde
19.4,gemiddelde
19.3,gemiddelde
20,warme
18.4,gemiddelde
18.6,gemiddelde
20.1,warme
24,warme
24.5,warme
23.7,warme
23.1,warme
21.2,warme
20.5,warme
20.5,warme
22.9,warme
25.6,zomers
21.5,warme
18.8,gemiddelde
18,gemiddelde
18,gemiddelde
17.6,gemiddelde
18.2,gemiddelde
20.2,warme
20.3,warme
17.9,gemiddelde
18.6,gemiddelde
16.8,gemiddelde
15.7,gemiddelde
16.3,gemiddelde
15.8,gemiddelde
15.7,gemiddelde
17.4,gemiddelde
18.1,gemiddelde
17.9,gemiddelde
16,gemiddelde
16.7,gemiddelde
19.1,gemiddelde
17.7,gemiddelde
16.5,gemiddelde
18.5,gemiddelde
16.3,gemiddelde
16.5,gemiddelde
15.8,gemiddelde
15.7,gemiddelde
14.6,gemiddelde
13,gemiddelde
13,gemiddelde
12.7,gemiddelde
15.8,gemiddelde
16,gemiddelde
13.6,gemiddelde
12,gemiddelde
13.8,gemiddelde
14.2,gemiddelde
14.1,gemiddelde
18.2,gemiddelde
16.7,gemiddelde
16.4,gemiddelde
17.3,gemiddelde
17.6,gemiddelde
16.7,gemiddelde
14.5,gemiddelde
12.6,gemiddelde
14.2,gemiddelde
18.3,gemiddelde
15.7,gemiddelde
13.6,gemiddelde
12.3,gemiddelde
11,gemiddelde
12.8,gemiddelde
13.7,gemiddelde
13.1,gemiddelde
14.1,gemiddelde
12.6,gemiddelde
10.2,gemiddelde
8.3,frisse
10.7,gemiddelde
8,frisse
12.8,gemiddelde
10.4,gemiddelde
11.5,gemiddelde
12.3,gemiddelde
12.7,gemiddelde
13.7,gemiddelde
13.6,gemiddelde
7.7,frisse
7.9,frisse
11,gemiddelde
13.4,gemiddelde
12.1,gemiddelde
8.8,frisse
3.2,koude
11.3,gemiddelde
10.7,gemiddelde
10.2,gemiddelde
10.8,gemiddelde
9.2,frisse
5.9,frisse
10.2,gemiddelde
9.8,frisse
11.2,gemiddelde
12,gemiddelde
11.2,gemiddelde
11.1,gemiddelde
7.9,frisse
5,frisse
5.8,frisse
8.3,frisse
6.8,frisse
4.5,koude
8.1,frisse
10.3,gemiddelde
10,frisse
10,frisse
8.4,frisse
7.4,frisse
7.7,frisse
6.3,frisse
10.4,gemiddelde
11.6,gemiddelde
10.9,gemiddelde
8.5,frisse
7.3,frisse
6.5,frisse
8.2,frisse
9,frisse
10.3,gemiddelde
10.2,gemiddelde
11.1,gemiddelde
9,frisse
9.8,frisse
10.3,gemiddelde
9.3,frisse
10.2,gemiddelde
11.2,gemiddelde
11.6,gemiddelde
11.1,gemiddelde
12.4,gemiddelde
12.4,gemiddelde
10.4,gemiddelde
8.7,frisse
9.1,frisse
6,frisse
9,frisse
9.1,frisse
9,frisse
9.4,frisse
10.6,gemiddelde
8.2,frisse
9.1,frisse
7.6,frisse
5.9,frisse
5.1,frisse
4.8,koude
6.8,frisse
8,frisse
7.9,frisse
9.4,frisse
9.1,frisse
8.2,frisse
9.1,frisse
10,frisse
8,frisse
6.2,frisse
8,frisse
5.7,frisse
7.1,frisse
9,frisse
9.8,frisse
10.3,gemiddelde
11.5,gemiddelde
7.5,frisse
8,frisse
5.7,frisse
4.1,koude
5.1,frisse
7.4,frisse
7.3,frisse
6.4,frisse
6.1,frisse
5.2,frisse
4.2,koude
4.1,koude
4.4,koude
5.2,frisse
2.8,koude
4.8,koude
5.8,frisse
3,koude
3.2,koude
4.7,koude
5,frisse
6,frisse
7.8,frisse
7.7,frisse
8.2,frisse
6.7,frisse
7.8,frisse
7.3,frisse
7.4,frisse
8.3,frisse
9.2,frisse
13.3,gemiddelde
9.6,frisse
10,frisse
10.4,gemiddelde
9.8,frisse
13.7,gemiddelde
18.8,gemiddelde
14.9,gemiddelde
19.7,gemiddelde
10.5,gemiddelde
11.3,gemiddelde
14,gemiddelde
13,gemiddelde
11.1,gemiddelde
15.3,gemiddelde
14.9,gemiddelde
16.1,gemiddelde
16.6,gemiddelde
18.1,gemiddelde
17.2,gemiddelde
10.8,gemiddelde
11.6,gemiddelde
10.5,gemiddelde
9.9,frisse
8.3,frisse
11.2,gemiddelde
12.3,gemiddelde
13.7,gemiddelde
9.9,frisse
13.8,gemiddelde
18.3,gemiddelde
10.4,gemiddelde
12.1,gemiddelde
15.8,gemiddelde
11.5,gemiddelde
13.1,gemiddelde
12.6,gemiddelde
11.9,gemiddelde
15.2,gemiddelde
17.4,gemiddelde
17.3,gemiddelde
14.7,gemiddelde
12.9,gemiddelde
17.5,gemiddelde
13.5,gemiddelde
17.3,gemiddelde
23.4,warme
18.4,gemiddelde
18.2,gemiddelde
13.5,gemiddelde
12.2,gemiddelde
12.6,gemiddelde
11.7,gemiddelde
12.1,gemiddelde
11.7,gemiddelde
12.2,gemiddelde
12.4,gemiddelde
13,gemiddelde
13.6,gemiddelde
12.5,gemiddelde
14.6,gemiddelde
13.2,gemiddelde
11.4,gemiddelde
13.4,gemiddelde
18.6,gemiddelde
19,gemiddelde
17.1,gemiddelde
17.5,gemiddelde
15.1,gemiddelde
17.4,gemiddelde
18.4,gemiddelde
26.6,zomers
29.4,zomers
22.5,warme
16.9,gemiddelde
14.8,gemiddelde
15,gemiddelde
17.8,gemiddelde
16.8,gemiddelde
20,warme
16.8,gemiddelde
16.1,gemiddelde
14.2,gemiddelde
14,gemiddelde
15.6,gemiddelde
17.1,gemiddelde
15.8,gemiddelde
15.2,gemiddelde
14.7,gemiddelde
15.6,gemiddelde
18.4,gemiddelde
24.5,warme
18.3,gemiddelde
20.3,warme
23,warme
31,tropisch
31.8,tropisch
23.7,warme
23,warme
29.5,zomers
28.7,zomers
21.2,warme
19,gemiddelde
20.2,warme
20.8,warme
21.9,warme
21.7,warme
19.4,gemiddelde
22.8,warme
21.6,warme
20.8,warme
18.7,gemiddelde
20.2,warme
19.9,gemiddelde
20.5,warme
22.8,warme
24.8,warme
22.2,warme
21.9,warme
21.9,warme
24,warme
22,warme
20.7,warme
21.6,warme
25.9,zomers
20,warme
19.4,gemiddelde
17.8,gemiddelde
16.9,gemiddelde
16.8,gemiddelde
19.2,gemiddelde
20.4,warme
17.2,gemiddelde
18.2,gemiddelde
23.2,warme
24.2,warme
20.5,warme
18,gemiddelde
19,gemiddelde
20,warme
20.1,warme
19.7,gemiddelde
18.1,gemiddelde
18.2,gemiddelde
18.3,gemiddelde
18.8,gemiddelde
16.5,gemiddelde
18.1,gemiddelde
19.3,gemiddelde
18.3,gemiddelde
19.8,gemiddelde
19.2,gemiddelde
18.7,gemiddelde
20.2,warme
23.3,warme
27.7,zomers
27.7,zomers
19.9,gemiddelde
20.7,warme
21.2,warme
19.6,gemiddelde
20.6,warme
18.9,gemiddelde
18,gemiddelde
20,warme
22.2,warme
22.2,warme
24.9,warme
30.5,tropisch
22.7,warme
22.9,warme
24.1,warme
25.3,zomers
28.1,zomers
25.5,zomers
23,warme
23,warme
23.3,warme
22.7,warme
21,warme
20.7,warme
21.3,warme
21,warme
19.4,gemiddelde
16.2,gemiddelde
16.5,gemiddelde
17.9,gemiddelde
19.8,gemiddelde
20,warme
20.5,warme
23.1,warme
22.8,warme
18.9,gemiddelde
20.9,warme
19.7,gemiddelde
18.6,gemiddelde
16.8,gemiddelde
16.2,gemiddelde
16.7,gemiddelde
18.4,gemiddelde
16.9,gemiddelde
16.1,gemiddelde
16.8,gemiddelde
18.1,gemiddelde
15.9,gemiddelde
18.2,gemiddelde
19.5,gemiddelde
17.5,gemiddelde
22.1,warme
21.1,warme
21.2,warme
22,warme
17,gemiddelde
17.8,gemiddelde
16.9,gemiddelde
13.9,gemiddelde
14.1,gemiddelde
12.8,gemiddelde
15.8,gemiddelde
16.5,gemiddelde
17.2,gemiddelde
14.4,gemiddelde
17,gemiddelde
17.3,gemiddelde
17.8,gemiddelde
20.6,warme
20,warme
19.1,gemiddelde
21.7,warme
18.6,gemiddelde
16.1,gemiddelde
17.2,gemiddelde
19.3,gemiddelde
15.8,gemiddelde
13.7,gemiddelde
15.2,gemiddelde
15.1,gemiddelde
17.2,gemiddelde
13.2,gemiddelde
15.5,gemiddelde
15.8,gemiddelde
13.2,gemiddelde
14,gemiddelde
11.9,gemiddelde
13.7,gemiddelde
10.5,gemiddelde
9.9,frisse
10.1,gemiddelde
11.3,gemiddelde
11.7,gemiddelde
13.1,gemiddelde
8.1,frisse
9.5,frisse
10.7,gemiddelde
6.2,frisse
4.3,koude
4.4,koude
6.6,frisse
8.7,frisse
8.3,frisse
5.7,frisse
6.7,frisse
9.6,frisse
9.6,frisse
10.6,gemiddelde
10.5,gemiddelde
9.8,frisse
7.5,frisse
6.5,frisse
9.1,frisse
10.6,gemiddelde
10.7,gemiddelde
9.8,frisse
10.4,gemiddelde
10.8,gemiddelde
11.2,gemiddelde
7.1,frisse
7.5,frisse
9.7,frisse
9,frisse
9.9,frisse
9.5,frisse
10.6,gemiddelde
10.5,gemiddelde
9,frisse
8.4,frisse
4,koude
3.4,koude
3.6,koude
3.7,koude
8.4,frisse
7.4,frisse
7,frisse
6.2,frisse
5.3,frisse
4,koude
3.9,koude
3.8,koude
3.8,koude
3,koude
7,frisse
8.9,frisse
5,frisse
5,frisse
6.4,frisse
4.8,koude
5.6,frisse
7.9,frisse
8.1,frisse
8.8,frisse
9.2,frisse
8.8,frisse
4.8,koude
1.8,koude
